GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
my-app,com.mycompany.app,App,0,4,0,0,0,2,0,2,0,2
my-app,com.mycompany.app,Protocol,0,24,0,0,0,2,0,1,0,1
my-app,com.mycompany.app,UrlParser,0,469,0,60,0,115,0,47,0,17
